speaker,timestamp,End Time,words,tags
Maurice Hornocker,[00:53:11:02],00:54:03:15,"Yeah. he was a good one of those people -- A handshake was his bond. I guess everyone should have at least one friend like that. I've had more than one. John Craighead was that way. He lived to 100. We hunted and fished like crazy. He was involved in a lot of things. And, and took on a lot of projects that that people don't know about that took a lot of his time.",
Maurice Hornocker,[00:54:03:17],00:54:27:21,"And he did get haggard looking in the office. And I worked in the in the lab in the there adjacent to his office in Missoula and at about time, often in the day, he'd stick his head in my door and he said, let's get out of here. And I knew what that meant. Up the Blackfoot or out to Rock Creek or down to Lolo Creek fishing.",
Maurice Hornocker,[00:54:27:23],00:54:57:05,"And he could look, you know, a hundred years old when we left that office. And and after an hour on the stream, he looked half that age. He just it just totally revitalized it. (laughs) Off the Blackfoot one afternoon, he was catching fish after fish, and I couldn't get a strike, so I angled my way over to him and I said, What are you using?",water
Maurice Hornocker,[00:54:57:05],00:55:16:08,"And he said, It's not what you use, it's how you hold your anus. I'm told that to a lot of people. They say, I works well.",
Jack Kredell,[00:55:16:10],00:55:21:14,You know. Norman McClain Pardon? Did you know Norman McClain?,
Maurice Hornocker,[00:55:21:16],00:55:51:16,"I met him, yeah. he had this cabin, you know, the cabin on the Swan up the Swan. And his son just has a book out here recently. I have it. I, my friend has it now. They Still have the old family cabin on up there. Not Seeley Lake. It's on the Sealy side of the Swan Pass. Yeah.",
Maurice Hornocker,[00:55:51:18],00:56:21:17,"And, who wrote the way West or other Montana writer? He was there one day. We. John and I went over there. We were up the Blackfoot. Answer. yeah. We went up to get a big grizzly that this rancher had trapped and killed there near Ovando and John said, Let's go over and see if MacLaine's are here.",
Maurice Hornocker,[00:56:21:19],00:56:51:14,"So we did and he was there and well, it's on the tip of my tongue. He was there as well. Big sky, you know, big sky and the way west. and it was really, really interesting. These people were just regular folks. I'll think of it in a second.",
Jack Kredell,[00:56:51:16],00:56:54:09,I'll look it up.,
Maurice Hornocker,[00:56:54:10],00:56:55:15,Guthrie Yeah.,
Jack Kredell,[00:56:55:18],00:56:56:09,Yeah.,
Maurice Hornocker,[00:56:56:11],00:57:13:12,"Yeah. Abbey. Guthrie. Yeah, yeah. And Bud Moore was another Idaho backcountry guy, and he knew McClain and spent time in and Swan and and CB country.",
Jack Kredell,[00:57:13:14],00:57:13:23,I know.,
Maurice Hornocker,[00:57:13:23],00:57:16:19,Bill Moore yeah. Yeah.,
Jack Kredell,[00:57:16:21],00:57:28:00,"Son, I've been up to the lookout, Fire Lookout? That he likes the man. I've interviewed him before. yeah. But Bud was another real backcountry guy.",
Maurice Hornocker,[00:57:28:05],00:57:41:06,"Yeah, it was. Yeah. Selway Bailey walks on. Yeah. Wrote, you know, some interesting books and stuff about it.",
Jack Kredell,[00:57:41:08],00:57:44:01,"Do you know, Do you know Dick Walker?",
Maurice Hornocker,[00:57:44:11],00:57:47:02,"I know Dick. Well, yeah.",
Jack Kredell,[00:57:47:04],00:57:48:07,Yeah.,
Maurice Hornocker,[00:57:48:08],00:58:22:14,"Yeah. I'm working with a friend of his. Is, Do you know Dave Johnson? Yeah, He was a reporter for Lewiston Tribune for 30 years and wrote, everyone has a story, a column. It take a phone book, put his finger on a name, call him and go interview him for a story. Charles Kuralt endorsed that idea when, Moscow paper fired him or didn't fire him.",
Maurice Hornocker,[00:58:22:14],00:58:49:06,"But Lewiston paper liked it. But anyway, Dick and and, Dave spent a summer together in the same way, and Dave stays in touch with him a lot. he sold his plane. I flew several times in that plane with Dick. First trip in the Selway was with Dick in that plane.",
Jack Kredell,[00:58:49:07],00:58:52:22,Was it Moose? Correct. Moose Creek or somewhere?,
Maurice Hornocker,[00:58:52:22],00:59:26:18,"No, no. We went into, Bonk Wolfenburger place and and, Running Creek, and I met, you know, name Wolfenburger? Yeah. He had that ranch outfit in there. He was legendary in the country, and, and then, Running Creek Ranch, which we had our foundation for several years and a nice country.",wolves
Maurice Hornocker,[00:59:26:18],00:59:41:00,"Beautiful country. So Dick was quite a guy. He's got more history on this Elway than anyone, and he'll never publish it. I'm sure it's stale now to him, I think.",
Jack Kredell,00:59:41:02,00:59:41:22,Yeah.,
