speaker,timestamp,End Time,words,tags
Holly Akenson,[00:46:14:12],00:46:40:05,that's thinking another site that would be good related to wildlife is across from Taylor Rancher the benches on the benches. And in no late November the bighorn sheep rut primarily right there and so you can hear them butting heads from the cabins and there might be 60 or 80 bighorn sheep up on this one bench up there.,
Holly Akenson,[00:46:40:05],00:46:43:07,You can go up and hang out with them.,
Jack Kredell,[00:46:43:09],00:46:45:15,"That sounds like the best, but.",
Holly Akenson,[00:46:45:17],00:46:47:18,It sounds like chopping.,
Jim Akenson,[00:46:47:20],00:46:48:21,"Yeah, Yeah, it is.",
Holly Akenson,[00:46:48:22],00:46:52:19,It sounds like a big funk. Yeah. So when you hear it.,
Jim Akenson,[00:46:52:22],00:46:53:06,Yeah.,
Holly Akenson,[00:46:53:11],00:46:56:05,"It's like, somebody's chopping firewood.",
Jim Akenson,[00:46:56:07],00:47:21:23,"There's a reverberation thing about it that it takes horn again. So they're great. But one of the big observations I thought was cool was when we saw Mike Schlegel was with as a Idaho fish and game biologist, we watched through a spotting scope, this fairly large mountain lion moving in on a group of sheep, and they just bunched together like musk ox.",
Jim Akenson,[00:47:22:01],00:47:48:18,"And then one of the young rams went out towards the cat with this blob of big horns behind it and the cat turned and took off. It was confused by that. But, you know, those are things that are not well documented, that being there all the time and looking at this one hillside, like all these mansions all the time, you see just a variety of different things.",
Jim Akenson,[00:47:48:20],00:48:16:22,"And recognizing rattlesnakes are a big part of that system. They're they're there. You see them all the time. You know, they're can be startling at times, but they're also pretty fascinating in the fact that the rattlesnake research that was done there determined that these snakes are going from down load up to 7000 feet elevation and they're traveling pretty good distances in the course of their activity time of the year.",
Jim Akenson,[00:48:17:03],00:48:34:16,"And then all going back to a common den site and knowing that that was going on was pretty fascinating. But that's one animal that I don't care to do radio telemetry on after having done some of it, because it's an unpretty sized thing with a Yagi antenna and moving in and.",
Holly Akenson,[00:48:34:18],00:48:38:14,"You know your close but yeah, know which way to step. Yeah.",
Jim Akenson,[00:48:38:16],00:48:44:15,Yeah. If you're lucky you hear them rattle that. Yeah. Some great experiences.,
Holly Akenson,[00:48:44:20],00:48:52:07,A lot of interesting encounters when we were trapping wolves And so those were always.,wolves
Jim Akenson,[00:48:52:11],00:48:54:06,For radio.,
Holly Akenson,[00:48:54:08],00:49:16:12,"We had telemetry on our traps. So in the middle of the night, if we were trapping near Taylor Edge, we would know the trap was disturbed. And so sometimes just one of us would go out to check the trap. It was a little unnerving at night to go out and wonder, is there going to be a wolf in this trap or is the whole pack around?",wolves
Holly Akenson,[00:49:16:14],00:49:17:22,We really didn't know for sure.,
Jim Akenson,[00:49:17:23],00:50:00:00,"Or is it a non-target like an elk that's got the trap on its foot or. Yeah. Or a bobcat. Yeah. That had to be done carefully, for sure. I think that there's a whole nother aspect of living there that is important to document, and that's the role of aviation in that backcountry, in that wilderness and that field station, because it really made the logistics possible and doable and aircraft use and wilderness is a point of controversy.",aviation;wilderness
Jim Akenson,[00:50:00:00],00:50:35:01,"But in that particular case, it was so blended into that backcountry culture. It was it was critical for the capability to use that area to educate and research in that area. It was a very big part. And I grew up my father was a pilot before World War Two. He served in a B-17 group in World War Two and he was really into aviation and he always really wanted to see me become a pilot and get into flying.",aviation
Jim Akenson,[00:50:35:03],00:50:55:22,"And I might have done that, except where it seemed like whenever I was getting close, there would be somebody who we knew, who was highly experienced, who had a mishap. Not that it happened frequently. It didn't, but it just happened enough to make me realize you want to be operating in there as a pro, not as a beginner.",
Jim Akenson,[00:50:56:00],00:51:28:07,"So I was always hesitant to get a pilot's license, but I still really valued aviation. I think I became pretty aware and competent of aviation capabilities, different aircraft, different conditions. And I, I value that association. That's something that I, I view, I guess with good favor. Looking back on it as all those aviation related experiences and some of them were a little bit harrowing.",aviation
Jim Akenson,[00:51:28:09],00:51:29:14,We certainly had some of.,
Jack Kredell,[00:51:29:14],00:51:30:13,Those.,
Jim Akenson,[00:51:30:15],00:51:58:04,"With no visibility in getting near dark and pretty much relying on that pilot sitting next to you and their judgment, because this is before GPS technology, it's pretty much them having confidence in their altitude, their compass and their capability to fly straight and keep level when you didn't have any visibility. But they did it. And here we are today.",
Jim Akenson,[00:51:58:04],00:52:31:09,"So I guess that's the testimony to it, that many good pilots Arnold Aviation, McCall Air Taxi and folks from Pullman and Moscow were good as well that those ones that we flew with week in and week out Arnold aviation Dorrison's's from McCall air taxi I'd put them on the best any pilots on the planet but safety's always important with that.",aviation
Jim Akenson,[00:52:31:09],00:52:39:01,And that's something that Maurice Hornocker reminded us of a few times. I can remember.,
Jack Kredell,[00:52:39:03],00:52:40:14,You have a close call.,
Jim Akenson,[00:52:40:19],00:53:09:09,"Well, we had when we did the grand opening of the Dive League cabin in four, we had some precarious flying, people coming from Moscow and the weather just wasn't that cooperative. And then we, you know, those situations. Do you go ahead and try and fly people out now or do you just stay another day and wait out this storm and his inclination and advice was always great.",aviation
Jim Akenson,[00:53:09:11],00:53:27:03,"And by chance, I think that we did tend to postpone some flying at that time. And another well-known pilot from the Stanley area did crash that particular day. So it's always best that you're on the side of caution no matter what your experience level.",aviation
Holly Akenson,[00:53:27:05],00:53:40:21,"And if the pilot's not comfortable, you just going to do whatever they want. Yeah. No matter what you thought you had scheduled. Yeah. So it was interesting that we often did have days like we might be waiting in Cascade to fly back in 2 to 4.",
Jim Akenson,[00:53:40:21],00:53:41:05,Or five.,
Holly Akenson,[00:53:41:05],00:53:54:11,"Days. As difficult as that is, it just hang out and do nothing day after day. You know, that's just part of the backcountry living is you go with the weather allows you to fly and when it doesn't, then you're not going anywhere.",
Jim Akenson,[00:53:54:16],00:54:25:04,"Well, you do develop a very close bond with those aviators, be they the pilots or the folks working for the aviation service. I mean, extremely dependent on it. And now I think that's something that's easily taken for granted, that it's incredibly unique and valuable skill, the capability to go safely in and out of those mountains day in and day out.",aviation
Jack Kredell,[00:54:25:06],00:54:28:07,"Yeah, I'd love to interview some of those pilots.",aviation
Jim Akenson,[00:54:28:09],00:54:34:23,"Yeah, Ray Arnold's a good one, Mike Doris is a good one to her. Yeah.",
Jack Kredell,[00:54:35:01],00:54:36:20,Both.,
Jim Akenson,[00:54:36:22],00:54:54:06,"Yeah, both. And Walt Smith is flying for Arnold now. He's an outstanding pilot. We used to consider him the young pilot, but he's probably now halfway through his career, and he's extremely good.",aviation
Jack Kredell,[00:54:54:08],00:54:55:23,"Yeah, I think that covers it.",
Jim Akenson,[00:54:56:01],00:54:56:18,Good.,
Jack Kredell,[00:54:56:20],00:55:01:07,But there's. There's something else.,
Jim Akenson,[00:55:01:09],00:55:25:16,"Well, we do. We need to talk about those points and some. I think you're onto something that's pretty cool that and I think it's highly valuable. And then for some reason I'm just thinking on those terms and I think if we got some maps out with a little bit of time, we could give you some good stuff and reference you to other people that would have some good stories.",
Jack Kredell,00:55:25:18,00:55:33:10,"Yeah, yeah. Thank you guys.",
